[cel][cla]0019__3.wav,0
[cel][cla]0083__3.wav,0
[cel][jaz_blu]0067__3.wav,0
[cel][cla]0107__1.wav,0
[cel][cla]0119__3.wav,0
[cel][pop_roc]0111__2.wav,0
046__[cel][nod][cla]0034__2.wav,0
056__[cel][nod][cla]0038__2.wav,0
[cel][cla]0004__3.wav,0
[cel][pop_roc]0092__1.wav,0
[cel][pop_roc]0101__2.wav,0
[cel][pop_roc]0127__2.wav,0
[cel][pop_roc]0111__3.wav,0
[cel][pop_roc]0127__3.wav,0
[cel][cla]0003__2.wav,0
[cel][pop_roc]0133__2.wav,0
043__[cel][nod][cla]0029__1.wav,0
101__[cel][nod][cla]0054__2.wav,0
117__[cel][nod][cla]0050__2.wav,0
[cel][cla]0113__2.wav,0
[cel][cla]0017__1.wav,0
[cel][pop_roc]0062__1.wav,0
038__[cel][nod][cla]0039__3.wav,0
[cel][jaz_blu]0011__1.wav,0
[cel][pop_roc]0100__2.wav,0
[cel][pop_roc]0014__3.wav,0
[cel][pop_roc]0010__1.wav,0
[cel][pop_roc]0143__1.wav,0
088__[cel][nod][cla]0044__1.wav,0
033__[cel][nod][cla]0031__3.wav,0
083__[cel][nod][cla]0056__1.wav,0
[cel][pop_roc]0132__3.wav,0
[cel][cla]0074__2.wav,0
071__[cel][nod][cla]0053__3.wav,0
[cel][pop_roc]0096__1.wav,0
[cel][pop_roc]0016__2.wav,0
[cel][cla]0105__2.wav,0
[cel][pop_roc]0093__1.wav,0
[cel][cla]0084__1.wav,0
[cel][jaz_blu]0067__2.wav,0
117__[cel][nod][cla]0050__1.wav,0
[cel][jaz_blu]0086__1.wav,0
048__[cel][nod][cla]0022__3.wav,0
[cel][pop_roc]0144__1.wav,0
014__[cel][nod][cla]0041__2.wav,0
033__[cel][nod][cla]0031__2.wav,0
[cel][pop_roc]0126__2.wav,0
101__[cel][nod][cla]0054__1.wav,0
[cel][pop_roc]0010__3.wav,0
[cel][cla]0001__3.wav,0
106__[cel][nod][cla]0028__3.wav,0
[cel][cla]0148__1.wav,0
[cel][cla]0108__3.wav,0
088__[cel][nod][cla]0044__3.wav,0
074__[cel][nod][cla]0037__1.wav,0
[cel][cla]0121__3.wav,0
074__[cel][nod][cla]0037__2.wav,0
065__[cel][nod][cla]0059__1.wav,0
013__[cel][nod][cla]0025__1.wav,0
127__[cel][nod][cla]0047__2.wav,0
[cel][pop_roc]0063__2.wav,0
089__[cel][nod][cla]0026__1.wav,0
[cel][cla]0080__1.wav,0
[cel][pop_roc]0018__1.wav,0
120__[cel][nod][cla]0030__2.wav,0
132__[cel][nod][cla]0048__1.wav,0
130__[cel][nod][cla]0040__3.wav,0
[cel][pop_roc]0091__3.wav,0
[cel][cla]0121__2.wav,0
[cel][jaz_blu]0011__2.wav,0
[cel][pop_roc]0132__2.wav,0
[cel][cla]0124__3.wav,0
119__[cel][nod][cla]0057__1.wav,0
[cel][jaz_blu]0009__3.wav,0
[cel][cla]0079__2.wav,0
071__[cel][nod][cla]0053__2.wav,0
[cel][cla]0109__2.wav,0
[cel][pop_roc]0096__3.wav,0
[cel][pop_roc]0130__2.wav,0
[cel][cla]0114__2.wav,0
[cel][pop_roc]0102__1.wav,0
[cel][pop_roc]0094__3.wav,0
[cel][pop_roc]0098__1.wav,0
[cel][cla]0071__2.wav,0
057__[cel][nod][cla]0036__3.wav,0
[cel][pop_roc]0103__3.wav,0
[cel][cla]0007__3.wav,0
041__[cel][nod][cla]0023__1.wav,0
014__[cel][nod][cla]0041__3.wav,0
[cel][cla]0105__3.wav,0
[cel][cla]0073__1.wav,0
082__[cel][nod][cla]0035__1.wav,0
[cel][cla]0073__3.wav,0
[cel][cla]0008__2.wav,0
[cel][cla]0124__2.wav,0
[cel][cla]0008__1.wav,0
115__[cel][nod][cla]0055__1.wav,0
[cel][pop_roc]0111__1.wav,0
[cel][pop_roc]0099__1.wav,0
[cel][jaz_blu]0066__2.wav,0
[cel][cla]0125__2.wav,0
[cel][cla]0002__3.wav,0
127__[cel][nod][cla]0047__3.wav,0
[cel][pop_roc]0016__3.wav,0
114__[cel][nod][cla]0049__2.wav,0
013__[cel][nod][cla]0025__3.wav,0
[cel][jaz_blu]0085__3.wav,0
[cel][cla]0005__3.wav,0
[cel][jaz_blu]0012__1.wav,0
114__[cel][nod][cla]0049__3.wav,0
[cel][pop_roc]0130__3.wav,0
[cel][cla]0122__3.wav,0
[cel][cla]0008__3.wav,0
[cel][cla]0071__3.wav,0
090__[cel][nod][cla]0024__3.wav,0
008__[cel][nod][cla]0058__1.wav,0
[cel][jaz_blu]0066__1.wav,0
[cel][cla]0114__1.wav,0
[cel][pop_roc]0092__2.wav,0
046__[cel][nod][cla]0034__1.wav,0
[cel][cla]0005__1.wav,0
[cel][jaz_blu]0013__3.wav,0
[cel][cla]0075__3.wav,0
[cel][cla]0084__2.wav,0
089__[cel][nod][cla]0026__3.wav,0
090__[cel][nod][cla]0024__1.wav,0
008__[cel][nod][cla]0058__2.wav,0
[cel][cla]0122__1.wav,0
[cel][pop_roc]0139__1.wav,0
[cel][pop_roc]0062__3.wav,0
[cel][jaz_blu]0085__1.wav,0
032__[cel][nod][cla]0033__2.wav,0
[cel][cla]0002__1.wav,0
[cel][pop_roc]0018__3.wav,0
[cel][cla]0074__3.wav,0
[cel][pop_roc]0088__2.wav,0
[cel][pop_roc]0136__1.wav,0
[cel][pop_roc]0090__1.wav,0
041__[cel][nod][cla]0023__2.wav,0
[cel][pop_roc]0101__1.wav,0
[cel][cla]0083__1.wav,0
[cel][pop_roc]0143__2.wav,0
[cel][cla]0125__1.wav,0
[cel][pop_roc]0063__1.wav,0
[cel][cla]0083__2.wav,0
130__[cel][nod][cla]0040__1.wav,0
[cel][pop_roc]0064__1.wav,0
106__[cel][nod][cla]0028__2.wav,0
[cel][cla]0117__1.wav,0
[cel][cla]0119__1.wav,0
[cel][pop_roc]0140__2.wav,0
038__[cel][nod][cla]0039__2.wav,0
[cel][pop_roc]0094__1.wav,0
012__[cel][nod][cla]0043__2.wav,0
[cel][cla]0123__1.wav,0
[cel][pop_roc]0126__3.wav,0
[cel][pop_roc]0088__3.wav,0
[cel][pop_roc]0014__1.wav,0
[cel][pop_roc]0065__3.wav,0
082__[cel][nod][cla]0035__3.wav,0
[cel][pop_roc]0093__2.wav,0
[cel][cla]0007__2.wav,0
078__[cel][nod][cla]0052__3.wav,0
[cel][pop_roc]0060__1.wav,0
057__[cel][nod][cla]0036__2.wav,0
[cel][jaz_blu]0009__1.wav,0
[cel][cla]0015__1.wav,0
[cel][cla]0076__1.wav,0
[cel][pop_roc]0102__2.wav,0
[cel][cla]0105__1.wav,0
[cel][cla]0007__1.wav,0
060__[cel][nod][cla]0045__1.wav,0
[cel][pop_roc]0006__3.wav,0
[cel][pop_roc]0140__1.wav,0
071__[cel][nod][cla]0053__1.wav,0
027__[cel][nod][cla]0027__3.wav,0
[cel][cla]0015__2.wav,0
078__[cel][nod][cla]0052__2.wav,0
[cel][jaz_blu]0012__2.wav,0
048__[cel][nod][cla]0022__1.wav,0
125__[cel][nod][cla]0046__3.wav,0
[cel][cla]0113__3.wav,0
[cel][pop_roc]0090__2.wav,0
[cel][pop_roc]0101__3.wav,0
032__[cel][nod][cla]0033__1.wav,0
[cel][pop_roc]0018__2.wav,0
031__[cel][nod][cla]0020__2.wav,0
012__[cel][nod][cla]0043__1.wav,0
[cel][cla]0115__1.wav,0
075__[cel][nod][cla]0021__2.wav,0
[cel][pop_roc]0118__2.wav,0
[cel][cla]0109__1.wav,0
[cel][cla]0017__2.wav,0
[cel][jaz_blu]0013__2.wav,0
074__[cel][nod][cla]0037__3.wav,0
012__[cel][nod][cla]0043__3.wav,0
114__[cel][nod][cla]0049__1.wav,0
[cel][pop_roc]0016__1.wav,0
038__[cel][nod][cla]0039__1.wav,0
[cel][pop_roc]0088__1.wav,0
[cel][cla]0071__1.wav,0
[cel][cla]0148__2.wav,0
056__[cel][nod][cla]0038__3.wav,0
[cel][pop_roc]0134__3.wav,0
101__[cel][nod][cla]0054__3.wav,0
032__[cel][nod][cla]0033__3.wav,0
046__[cel][nod][cla]0034__3.wav,0
[cel][pop_roc]0134__2.wav,0
065__[cel][nod][cla]0059__2.wav,0
065__[cel][nod][cla]0059__3.wav,0
[cel][cla]0113__1.wav,0
[cel][cla]0003__3.wav,0
[cel][pop_roc]0141__1.wav,0
[cel][pop_roc]0006__1.wav,0
[cel][cla]0081__2.wav,0
[cel][cla]0075__1.wav,0
088__[cel][nod][cla]0044__2.wav,0
[cel][cla]0078__1.wav,0
[cel][cla]0108__1.wav,0
[cel][pop_roc]0133__3.wav,0
[cel][pop_roc]0091__2.wav,0
[cel][pop_roc]0014__2.wav,0
[cel][pop_roc]0127__1.wav,0
[cel][cla]0019__1.wav,0
[cel][cla]0082__2.wav,0
[cel][pop_roc]0120__2.wav,0
[cel][pop_roc]0144__2.wav,0
[cel][cla]0072__2.wav,0
[cel][cla]0069__2.wav,0
042__[cel][nod][cla]0042__3.wav,0
041__[cel][nod][cla]0023__3.wav,0
[cel][cla]0072__1.wav,0
[cel][cla]0084__3.wav,0
[cel][pop_roc]0092__3.wav,0
[cel][cla]0125__3.wav,0
056__[cel][nod][cla]0038__1.wav,0
[cel][cla]0119__2.wav,0
[cel][cla]0076__3.wav,0
027__[cel][nod][cla]0027__1.wav,0
115__[cel][nod][cla]0055__3.wav,0
[cel][cla]0074__1.wav,0
[cel][cla]0079__3.wav,0
[cel][pop_roc]0097__2.wav,0
[cel][cla]0109__3.wav,0
[cel][cla]0117__3.wav,0
[cel][cla]0068__2.wav,0
[cel][pop_roc]0095__3.wav,0
[cel][pop_roc]0094__2.wav,0
[cel][pop_roc]0095__1.wav,0
[cel][jaz_blu]0085__2.wav,0
[cel][pop_roc]0137__2.wav,0
